Prefix,Folder1 File,Folder2 File,SSIM,MSE,NCC,Pixel Overlap
Image_01L,Image_01L.png,Image_01L_2ndHO.png,0.817815522432957,18.42454120787454,0.4752973963409153,0.24922318151484818
Image_01R,Image_01R.png,Image_01R_2ndHO.png,0.8185958950443729,17.30511657490824,0.44794152469412335,0.24383863029696362
Image_02L,Image_02L.png,Image_02L_2ndHO.png,0.798882549681003,21.000306556556556,0.4856588704843849,0.22381756756756757
Image_02R,Image_02R.png,Image_02R_2ndHO.png,0.7893375328830421,19.68257007007007,0.40951475002899956,0.21503586920253587
Image_03L,Image_03L.png,Image_03L_2ndHO.png,0.7912126214519144,20.72096575742409,0.45876097780512587,0.24548715382048716
Image_03R,Image_03R.png,Image_03R_2ndHO.png,0.8000748518487895,19.127177177177177,0.43762110219823624,0.24079704704704705
Image_04L,Image_04L.png,Image_04L_2ndHO.png,0.8164634604298547,16.82481231231231,0.4094185845192237,0.2608233233233233
Image_04R,Image_04R.png,Image_04R_2ndHO.png,0.8288342090097276,16.04563626126126,0.41316262037179374,0.2756642058725392
Image_05L,Image_05L.png,Image_05L_2ndHO.png,0.8137896381611442,19.22106898565232,0.5239470653789318,0.2334177927927928
Image_05R,Image_05R.png,Image_05R_2ndHO.png,0.799653488233701,21.12441504004004,0.5137316632997733,0.2282251001001001
Image_06L,Image_06L.png,Image_06L_2ndHO.png,0.8305251640854049,17.14931806806807,0.48755581037864826,0.2411255005005005
Image_06R,Image_06R.png,Image_06R_2ndHO.png,0.7905415568450355,19.398607982982984,0.4071363682511473,0.23731856856856856
Image_07L,Image_07L.png,Image_07L_2ndHO.png,0.7963275514679136,19.50755964297631,0.43785369070588304,0.24655384551217885
Image_07R,Image_07R.png,Image_07R_1stHO.png,0.7915674942612195,19.8763492659326,0.43999462767410136,0.2555055055055055
Image_08L,Image_08L.png,Image_08L_2ndHO.png,0.7850822498233035,20.527991533199867,0.4058907061736503,0.20621454788121454
Image_08R,Image_08R.png,Image_08R_2ndHO.png,0.8098048396371347,18.81418606106106,0.4379184837687272,0.22461628294961627
Image_09L,Image_09L.png,Image_09L_2ndHO.png,0.8275245513775683,17.915891933600268,0.48810840634778646,0.21776255422088756
Image_09R,Image_09R.png,Image_09R_2ndHO.png,0.8233132552118999,18.881915248581915,0.5209518101711454,0.2148075158491825
Image_10L,Image_10L.png,Image_10L_2ndHO.png,0.764193332834043,22.706625375375374,0.3805747375092524,0.22203974808141475
Image_10R,Image_10R.png,Image_10R_2ndHO.png,0.7835272814054262,21.478208416750082,0.42381367322538765,0.22820216049382716
Image_11L,Image_11L.png,Image_11L_2ndHO.png,0.8196611622976891,20.685398940607275,0.5917133698843164,0.20643143143143144
Image_11R,Image_11R.png,Image_11R_2ndHO.png,0.8400213405870312,18.4257747330664,0.5876480819499903,0.21795962629295962
Image_12L,Image_12L.png,Image_12L_2ndHO.png,0.7959049458360719,19.161339464464465,0.41812471820050906,0.23199866533199867
Image_12R,Image_12R.png,Image_12R_2ndHO.png,0.7801804043163026,21.212509384384383,0.44430682853113657,0.23609755588922254
Image_13L,Image_13L.png,Image_13L_2ndHO.png,0.8272772340310748,16.68232294794795,0.44930202414172343,0.26623707040373706
Image_13R,Image_13R.png,Image_13R_2ndHO.png,0.7937244380640169,18.05023773773774,0.345241810734445,0.26516412245578913
Image_14L,Image_14L.png,Image_14L_2ndHO.png,0.8192368120750643,18.8309278028028,0.5143379562568288,0.24318172339005673
Image_14R,Image_14R.png,Image_14R_2ndHO.png,0.827865671343715,15.475324282615949,0.3989680464602189,0.24250291958625292
Overall Average,-,-,0.8064621090955867,19.080610670194005,0.4555177037673716,0.23643032913866247
