Prefix,Folder1 File,Folder2 File,SSIM,MSE,NCC,Pixel Overlap
Image_01L,Image_01L.png,Image_01L_2ndHO.png,0.8194431941573198,18.60647418251585,0.4886692913535907,0.246532991324658
Image_01R,Image_01R.png,Image_01R_2ndHO.png,0.8204820498827462,17.474045920920922,0.4654601410508152,0.2618326659993327
Image_02L,Image_02L.png,Image_02L_2ndHO.png,0.7997332552995884,21.066238113113112,0.4915071773720411,0.2248926009342676
Image_02R,Image_02R.png,Image_02R_2ndHO.png,0.7913458404030571,19.958287454120786,0.4323279770348686,0.2408888054721388
Image_03L,Image_03L.png,Image_03L_2ndHO.png,0.7979087904264017,21.01323198198198,0.5045315969267085,0.2469678011344678
Image_03R,Image_03R.png,Image_03R_2ndHO.png,0.8038022641600027,19.33863863863864,0.4639660119181078,0.25089464464464467
Image_04L,Image_04L.png,Image_04L_2ndHO.png,0.8171389832373268,16.902642225558893,0.4164616287011284,0.2748623623623624
Image_04R,Image_04R.png,Image_04R_2ndHO.png,0.8294586257297447,16.07699470303637,0.42032414614087577,0.274339964964965
Image_05L,Image_05L.png,Image_05L_2ndHO.png,0.814440578238247,19.27872038705372,0.5283491456521112,0.23029696363029697
Image_05R,Image_05R.png,Image_05R_2ndHO.png,0.8004116553210824,21.262330038371704,0.5213920106663725,0.22801864364364363
Image_06L,Image_06L.png,Image_06L_2ndHO.png,0.8314685332915736,17.195595595595595,0.49556155557500187,0.2588213213213213
Image_06R,Image_06R.png,Image_06R_2ndHO.png,0.7946754364569766,19.60977852852853,0.4332683453363624,0.2582207207207207
Image_07L,Image_07L.png,Image_07L_2ndHO.png,0.7972172306056626,19.73814022355689,0.447656730707479,0.24699386886886887
Image_07R,Image_07R.png,Image_07R_1stHO.png,0.7921182470066439,19.97992158825492,0.44479066104563647,0.2537527110443777
Image_08L,Image_08L.png,Image_08L_2ndHO.png,0.7860758318066579,20.758428219886554,0.42005520103045935,0.21701076076076076
Image_08R,Image_08R.png,Image_08R_2ndHO.png,0.8159873557413146,19.132817192192192,0.4789652092968263,0.23135948448448448
Image_09L,Image_09L.png,Image_09L_2ndHO.png,0.8286313090296087,17.805935101768434,0.4905015024878959,0.2381078995662329
Image_09R,Image_09R.png,Image_09R_2ndHO.png,0.8241357173317783,18.80758571071071,0.5219412375552879,0.22585502168835503
Image_10L,Image_10L.png,Image_10L_2ndHO.png,0.7643670454045033,22.678254295962628,0.3816048840856958,0.2223973973973974
Image_10R,Image_10R.png,Image_10R_2ndHO.png,0.7882536119836677,21.677177177177178,0.45332335275352337,0.2315085919252586
Image_11L,Image_11L.png,Image_11L_2ndHO.png,0.8208875406449188,20.674535994327663,0.5953696273239839,0.20765974307640975
Image_11R,Image_11R.png,Image_11R_2ndHO.png,0.8395354582677795,18.51516620787454,0.5876386444013211,0.21512241408074742
Image_12L,Image_12L.png,Image_12L_2ndHO.png,0.7965182619423256,19.162356106106106,0.42504625301964033,0.2580153069736403
Image_12R,Image_12R.png,Image_12R_2ndHO.png,0.7806374739260891,21.27747434934935,0.44958868305657534,0.23710585585585586
Image_13L,Image_13L.png,Image_13L_2ndHO.png,0.8275511350624003,16.74315669836503,0.45345445832762393,0.2656124874874875
Image_13R,Image_13R.png,Image_13R_2ndHO.png,0.7943711282248405,18.09988113113113,0.35097859168126916,0.26886574074074077
Image_14L,Image_14L.png,Image_14L_2ndHO.png,0.8190719947799283,18.83426343009676,0.5169302363707646,0.24023606940273606
Image_14R,Image_14R.png,Image_14R_2ndHO.png,0.8328825768570318,15.516213088088088,0.43139796022753846,0.2926197030363697
Overall Average,-,-,0.8081625401864005,19.185153010153012,0.4682522236106966,0.24459973366223367
