Prefix,Folder1 File,Folder2 File,SSIM,MSE,NCC,Pixel Overlap
Image_01L,Image_01L.png,Image_01L_2ndHO.png,0.8108954239076596,15.28941858525192,0.4385205011774439,0.23361173673673674
Image_01R,Image_01R.png,Image_01R_2ndHO.png,0.810398614289843,14.713763763763763,0.4069994144302326,0.22920733233233234
Image_02L,Image_02L.png,Image_02L_2ndHO.png,0.7891500715349014,17.063015098431766,0.4362889357172656,0.21273982315648982
Image_02R,Image_02R.png,Image_02R_2ndHO.png,0.7805168989205971,16.549498456790122,0.3579075636233527,0.20660243576910245
Image_03L,Image_03L.png,Image_03L_2ndHO.png,0.7836809781887715,16.956171796796795,0.40508278146160914,0.23913184017350683
Image_03R,Image_03R.png,Image_03R_2ndHO.png,0.7917989507539002,16.003622372372373,0.3834163965471039,0.2286526109442776
Image_04L,Image_04L.png,Image_04L_2ndHO.png,0.8098856463799207,14.400895687354021,0.367102586861349,0.2371944861528195
Image_04R,Image_04R.png,Image_04R_2ndHO.png,0.8202263064922992,13.635679429429429,0.36776624703882105,0.2507497080413747
Image_05L,Image_05L.png,Image_05L_2ndHO.png,0.8038690086324298,15.801921713380047,0.4656233870491552,0.21635072572572572
Image_05R,Image_05R.png,Image_05R_2ndHO.png,0.7909024318883472,17.24317025358692,0.46484567645759084,0.2206425175175175
Image_06L,Image_06L.png,Image_06L_2ndHO.png,0.8235986242065617,14.549227352352352,0.44834642849229644,0.22081977811144476
Image_06R,Image_06R.png,Image_06R_2ndHO.png,0.7817431623680157,16.63821112779446,0.3600280893978277,0.22740344511177846
Image_07L,Image_07L.png,Image_07L_2ndHO.png,0.7884729540160625,16.68563459292626,0.40210988618239296,0.22922088755422088
Image_07R,Image_07R.png,Image_07R_1stHO.png,0.7872057341231223,16.917099391057725,0.4229226413939385,0.24433287454120786
Image_08L,Image_08L.png,Image_08L_2ndHO.png,0.7722877831184857,16.855243785452117,0.36632215409773905,0.1942650984317651
Image_08R,Image_08R.png,Image_08R_2ndHO.png,0.7993858445306792,15.198908283283282,0.3986077563320302,0.20821029362696028
Image_09L,Image_09L.png,Image_09L_2ndHO.png,0.8176328770740846,14.357678511845178,0.45322718714515103,0.18945508008008008
Image_09R,Image_09R.png,Image_09R_2ndHO.png,0.8119493733489309,15.083071613279946,0.4784833561052595,0.18847076242909577
Image_10L,Image_10L.png,Image_10L_2ndHO.png,0.7562487747413318,18.923833208208208,0.35274304993068795,0.2143091007674341
Image_10R,Image_10R.png,Image_10R_2ndHO.png,0.7753124954203163,17.513132924591257,0.3873349469916952,0.2195341174507841
Image_11L,Image_11L.png,Image_11L_2ndHO.png,0.8053237113062157,16.29852143810477,0.5430930806049626,0.1902027027027027
Image_11R,Image_11R.png,Image_11R_2ndHO.png,0.828606828219853,14.544530989322656,0.5464954796934164,0.1912308141474808
Image_12L,Image_12L.png,Image_12L_2ndHO.png,0.7888306034257799,16.23221137804471,0.3837953226072794,0.22349224224224223
Image_12R,Image_12R.png,Image_12R_2ndHO.png,0.7739647520788583,17.95648773773774,0.409315423653129,0.2271021021021021
Image_13L,Image_13L.png,Image_13L_2ndHO.png,0.8209055981185056,14.157011177844511,0.41544881724299293,0.24182724391057725
Image_13R,Image_13R.png,Image_13R_2ndHO.png,0.7867136768444815,15.930562854521188,0.31290959215268227,0.24240073406740073
Image_14L,Image_14L.png,Image_14L_2ndHO.png,0.810116964029128,15.784345804137471,0.4728373063252726,0.22521584084084084
Image_14R,Image_14R.png,Image_14R_2ndHO.png,0.821437115994516,13.614675091758425,0.3660905541040965,0.2245193109776443
Overall Average,-,-,0.7978950429983429,15.889198014979266,0.4147737343863133,0.2206034159159159
