Prefix,Folder1 File,Folder2 File,SSIM,MSE,NCC,Pixel Overlap
Image_01L,Image_01L.png,Image_01L_2ndHO.png,0.8226834348390708,14.757143601935269,0.46950008544535965,0.5627575492158825
Image_01R,Image_01R.png,Image_01R_2ndHO.png,0.8210146399868119,14.188503086419754,0.43638326098276703,0.5609964130797465
Image_02L,Image_02L.png,Image_02L_2ndHO.png,0.8008051863130204,16.485074657991326,0.4719930755394734,0.54540999332666
Image_02R,Image_02R.png,Image_02R_2ndHO.png,0.7896825090040992,16.014804387721053,0.38858612016966226,0.5324783116449783
Image_03L,Image_03L.png,Image_03L_2ndHO.png,0.7956070173876837,16.657572155488822,0.44055835232193885,0.5574386886886887
Image_03R,Image_03R.png,Image_03R_2ndHO.png,0.8032835117742146,15.382716049382717,0.41856765600648277,0.5525661077744412
Image_04L,Image_04L.png,Image_04L_2ndHO.png,0.8199263540982974,13.87923652819486,0.3954152750281724,0.5703463880547214
Image_04R,Image_04R.png,Image_04R_2ndHO.png,0.8308511012945937,13.094576868535201,0.3970347188251868,0.590648982315649
Image_05L,Image_05L.png,Image_05L_2ndHO.png,0.8179989260909656,15.230975767434101,0.5063401227492855,0.5526265849182516
Image_05R,Image_05R.png,Image_05R_2ndHO.png,0.804784757701077,16.76432265598932,0.5035991049268737,0.537208041374708
Image_06L,Image_06L.png,Image_06L_2ndHO.png,0.8344121264200438,13.943634259259259,0.48024868255810016,0.5565169336002669
Image_06R,Image_06R.png,Image_06R_2ndHO.png,0.7917594536081864,16.095676926926927,0.3909268315896043,0.5437301885218552
Image_07L,Image_07L.png,Image_07L_2ndHO.png,0.8002472343373709,16.116849140807474,0.42964987332097565,0.5485308224891559
Image_07R,Image_07R.png,Image_07R_1stHO.png,0.7988636407680282,16.267082707707708,0.44618088930396144,0.5565961795128462
Image_08L,Image_08L.png,Image_08L_2ndHO.png,0.7853398042075166,16.316959668001335,0.38952752429957394,0.5405905905905906
Image_08R,Image_08R.png,Image_08R_2ndHO.png,0.8131408203781976,14.404474265932599,0.42670783075947716,0.5611997414080747
Image_09L,Image_09L.png,Image_09L_2ndHO.png,0.8282300372602491,13.814237153820487,0.4761408937940846,0.5486298798798799
Image_09R,Image_09R.png,Image_09R_2ndHO.png,0.8239129915541307,14.331844344344344,0.5069880316659805,0.5462535452118785
Image_10L,Image_10L.png,Image_10L_2ndHO.png,0.7651335048325707,20.132849516182848,0.369453820043853,0.20403007173840507
Image_10R,Image_10R.png,Image_10R_2ndHO.png,0.7843651281021861,17.009476142809476,0.4121136362475461,0.5424518268268268
Image_11L,Image_11L.png,Image_11L_2ndHO.png,0.8185968595987857,15.43415081748415,0.5763424342972305,0.5428418001334668
Image_11R,Image_11R.png,Image_11R_2ndHO.png,0.8407048613618062,13.854175008341675,0.5772018016863624,0.556788038038038
Image_12L,Image_12L.png,Image_12L_2ndHO.png,0.7991066733100404,15.740382048715382,0.4105012384689621,0.5383654487821155
Image_12R,Image_12R.png,Image_12R_2ndHO.png,0.7855370298861102,17.344982482482482,0.4374222039806734,0.5400588088088089
Image_13L,Image_13L.png,Image_13L_2ndHO.png,0.8315194446596734,13.499156448114782,0.4431679241870287,0.5823260760760761
Image_13R,Image_13R.png,Image_13R_2ndHO.png,0.7963012409016816,15.295932390724058,0.337029489056945,0.5682067484150818
Image_14L,Image_14L.png,Image_14L_2ndHO.png,0.8238103670452229,15.0728499332666,0.5047608042922043,0.5552698531865199
Image_14R,Image_14R.png,Image_14R_2ndHO.png,0.8309855286340336,12.943444486152819,0.3915076430543183,0.5622163830497163
Overall Average,-,-,0.8092358637627025,15.359752982148814,0.4440660473072172,0.5413242855951189
